episode_number,date_episode_published,data_set,year_elligible_for_best_of,duration_in_minutes,episode_type,episode_title,guests_and_characters_from_wikipedia_semicolon_delimited,synopsis_and_segments,fandom_wikia_suffix,best_of_rank,weight_flat,weight_inverse,weight_linear,is_on_best_of_boolean
106,2011-05-23,training,2011,123,regular,Its a Fucking Podcast,Andy Richter;Paul F. Tompkins as Cake Boss,"Who Said It,Would You Rather",https://comedybangbang.fandom.com/wiki/It%27s_a_Fucking_Podcast:_Pt_1,5,1.0,0.083,0.208,TRUE
107,2011-06-06,training,2011,69,regular,Maybe Its Maybelline,"John Mulaney as himself and George St Geegland;Nick Kroll as Gil Faizon, Fabrice Fabrice, and Don Pardo as Marv Albert",,https://comedybangbang.fandom.com/wiki/Maybe_It%27s_Maybelline,,1.0,0.083,0.208,FALSE
108,2011-06-13,training,2011,72,regular,Pussy CPR,Rob Corddry;Erinn Hayes;James Adomian as Dov Charney,What Am I Thinking;Jukebox Jury,https://comedybangbang.fandom.com/wiki/Pussy_CPR,,1.0,0.083,0.208,FALSE
109,2011-06-20,training,2011,78,regular,The Andy Samberg Special,Andy Samberg;Adam Pally as Bro,Hollywood Facts;Would You Rather,https://comedybangbang.fandom.com/wiki/The_Andy_Samberg_Special,10,1.0,0.083,0.208,TRUE
110,2011-06-27,training,2011,75,regular,Thumbs Yes!,Colin Hanks;Myq Kaplan;Paul Scheer as Kylie Bloom,What Am I Thinking;Would You Rather,https://comedybangbang.fandom.com/wiki/Thumbs_Yes!,,1.0,0.083,0.208,FALSE
111,2011-07-01,training,2011,78,regular,"Hi, How Are You?",David Guy Levy;Harris Wittels;Brett Gelman,Harris Foam Corner,"https://comedybangbang.fandom.com/wiki/Hi,_How_Are_You%3F",,1.0,0.083,0.208,FALSE
112,2011-07-05,training,2011,74,regular,Since Youve Been Gone,Weird Al Yankovic;Paul F. Tompkins as Andrew Lloyd Webber,Word Association;Would You Rather,https://comedybangbang.fandom.com/wiki/Since_You%27ve_Been_Gone,,1.0,0.083,0.208,FALSE
113,2011-07-11,training,2011,68,regular,Skanking Hayride,Bobby Moynihan;Seth Morris as Ozzie Patinkin,Hollywood Facts;Would You Rather,https://comedybangbang.fandom.com/wiki/Skanking_Hayride,,1.0,0.083,0.208,FALSE
114,2011-07-18,training,2011,61,regular,Hats Off to Caruso,Edgar Wright;Joe Cornish;Matt Besser as Martin Riley,Hollywood Facts;Would You Rather,https://comedybangbang.fandom.com/wiki/Hats_Off_to_Caruso,,1.0,0.083,0.208,FALSE
115,2011-07-25,training,2011,76,regular,The Plug-In Drug,Paul Rudd;David Wain;Ken Marino,Freestyle Rap Battle;What Am I Thinking;Would You Rather,https://comedybangbang.fandom.com/wiki/The_Plug-In_Drug,,1.0,0.083,0.208,FALSE
116,2011-08-01,training,2011,78,regular,When I Go To Queens...,Todd Glass;Jessica St. Clair as Marissa Wompler,What Am I Thinking;Would You Rather,https://comedybangbang.fandom.com/wiki/When_I_Go_to_Queens...,,1.0,0.083,0.208,FALSE
117,2011-08-08,training,2011,66,regular,Cant Never Did Nothing,David Cross;Ruben Fleischer;Chad Carter as Sam Darling,Hollywood Facts;Would You Rather,https://comedybangbang.fandom.com/wiki/Can%27t_Never_Did_Nothing,,1.0,0.083,0.208,FALSE
118,2011-08-15,training,2011,79,regular,Hologram Toes,Patton Oswalt;Eddie Pepitone as The Diner Marshal,,https://comedybangbang.fandom.com/wiki/Hologram_Toes,,1.0,0.083,0.208,FALSE
119,2011-08-22,training,2011,70,regular,"Andi Callahan, RN",Gillian Jacobs;Andy Daly as Andi Callahan,,"https://comedybangbang.fandom.com/wiki/Andi_Callahan,_RN",,1.0,0.083,0.208,FALSE
120,2011-08-29,training,2011,71,regular,Farts and Procreation,Adam Scott;Harris Wittels;Chelsea Peretti,Harris Foam Corner,https://comedybangbang.fandom.com/wiki/Farts_and_Procreation?so=search,1,1.0,0.083,0.208,TRUE
121,2011-09-05,training,2011,73,regular,Bro-ing Out,Jimmy Pardo;Paul Rust;Rob Delaney,What Am I Thinking;Hot Topics;Jukebox Jury,https://comedybangbang.fandom.com/wiki/Bro-ing_Out,,1.0,0.083,0.208,FALSE
122,2011-09-12,training,2011,72,regular,Shanghaied by Irene,Zach Galifianakis;Paul F. Tompkins as Werner Herzog;Yo La Tengo,Would You Rather,https://comedybangbang.fandom.com/wiki/Shanghaied_by_Irene,,1.0,0.083,0.208,FALSE
123,2011-09-19,training,2011,81,regular,No Scoop For You,Amy Poehler;The Bangles;Adam Pally as David Fiene,Freestyle Rap Battle;Would You Rather,https://comedybangbang.fandom.com/wiki/No_Scoop_for_You,,1.0,0.083,0.208,FALSE
124,2011-09-26,training,2011,72,regular,Bro-ing Out Pt. Deux,Todd Barry;Nick Thune;Matthew Sweet,Hot Topics;What Am I Thinking;Would You Rather,https://comedybangbang.fandom.com/wiki/Bro-ing_Out_Pt._Deux,,1.0,0.083,0.208,FALSE
125,2011-10-03,training,2011,72,regular,Wine in the Whirlpool,"Sarah Silverman;Nick Kroll as himself, Bobby Bottleservice, and Erma;Dan Mangan",Would You Rather,https://comedybangbang.fandom.com/wiki/Wine_in_the_Whirlpool,,1.0,0.083,0.208,FALSE
126,2011-10-10,training,2011,92,regular,Suicide is Painless,Jon Hamm;Paul F. Tompkins as Garry Marshall;Nick Lowe,Freestyle Rap Battle;Would You Rather,https://comedybangbang.fandom.com/wiki/Suicide_Is_Painless,8,1.0,0.083,0.208,TRUE
127,2011-10-17,training,2011,77,regular,National Pleasure,Paul Scheer as Bob Cage;Nick Swardson;Brody Stevens,Guess The Misheard Lyrics;Would You Rather,https://comedybangbang.fandom.com/wiki/National_Pleasure,,1.0,0.083,0.208,FALSE
128,2011-10-24,training,2011,70,regular,Coach? Coach? Coach?,Jon Heder;Harris Wittels;Seth Morris as Hank Williams Jr.,Harris Foam Corner;What Am I Thinking;Alive or Dead;Freestyle Rap Battle,https://comedybangbang.fandom.com/wiki/Coach%3F_Coach%3F_Coach%3F,,1.0,0.083,0.208,FALSE
129,2011-10-31,training,2011,74,regular,Comedy Fang Fang,Brett Gelman as Messmore le Barron;Jon Daly as Beuford le Barron;Allan McLeod as Ghost Boy;Neil Campbell,Freestyle Rap Battle,https://comedybangbang.fandom.com/wiki/Comedy_Fang_Fang,,1.0,0.083,0.208,FALSE
130,2011-11-07,training,2011,78,regular,Tall Napoleon,Bobby Moynihan as Charles Barkley and Fagin Platt;Jenny Slate;Elizabeth Laime,What Am I Thinking;Who Said It;Would You Rather,https://comedybangbang.fandom.com/wiki/Tall_Napoleon?so=search,,1.0,0.083,0.208,FALSE
131,2011-11-14,training,2011,78,regular,Mayor of Hollywood,Andy Daly as Chip Gardner;Jason Mantzoukas,,https://comedybangbang.fandom.com/wiki/Mayor_of_Hollywood,7,1.0,0.083,0.208,TRUE
132,2011-11-21,training,2011,84,regular,Occupy Thanksgiving,David Wain;Margaret Cho;James Adomian as Dov Charney;Grant-Lee Phillips,What Am I Thinking;Would You Rather,https://comedybangbang.fandom.com/wiki/Occupy_Thanksgiving,,1.0,0.083,0.208,FALSE
133,2011-11-28,training,2012,74,regular,Fortunately Unfortunately,Patton Oswalt;Chris Tallman as Leslie Schecter,Fortunately Unfortunately;Would You Rather,https://comedybangbang.fandom.com/wiki/Fortunately_Unfortunately,,1.0,0.091,0.277,FALSE
134,2011-12-05,training,2012,68,regular,Bride of Chucky,Kevin Nealon;Ben Schwartz;Amy Phillips as Jennifer Tilly,Subjective Holiday Quiz;Would You Rather,https://comedybangbang.fandom.com/wiki/Bride_of_Chucky,,1.0,0.091,0.277,FALSE
135,2011-12-12,training,2012,79,regular,Scavenge and the Wisemen,Paul F. Tompkins as himself and Cake Boss;Erinn Hayes;Dan Telfer,Would You Rather,https://comedybangbang.fandom.com/wiki/Scavenge_and_the_Wiseman,,1.0,0.091,0.277,FALSE
136,2011-12-19,training,2012,117,hoilday,2011 Holiday Spectacular,Harris Wittels;Paul F. Tompkins as Andrew Lloyd Webber;Brett Gelman as Billy Crystal;Thomas Lennon as Little Gary;Jon Daly as Kelsey Grammer and Bill Cosby-Bukowski;Adam Pally;Nick Kroll as El Chupacabra;Seth Morris as Bob Ducca;James Adomian as Jesse Ventura and Huell Howser,Harris Foam Corner;Freestyle Rap Battle,https://comedybangbang.fandom.com/wiki/2011_Holiday_Spectacular,,1.0,0.091,0.277,FALSE
138,2012-01-02,training,2012,72,regular,Ghost Protocol,Andy Richter;Paul F. Tompkins as Werner Herzog,Would You Rather,https://comedybangbang.fandom.com/wiki/Ghost_Protocol,,1.0,0.091,0.277,FALSE
139,2012-01-09,training,2012,75,regular,Win a Farmhouse,Bob Odenkirk;Brian Huskey as Paul Luzak,Would You Rather,,,1.0,0.091,0.277,FALSE
140,2012-01-16,training,2012,77,regular,Ron Swanson Off,Nick Offerman;James Adomian as Paul Giamatti,,https://comedybangbang.fandom.com/wiki/Ron_Swanson_Off,,1.0,0.091,0.277,FALSE
141,2012-01-23,training,2012,76,regular,Ladies Night,Tig Notaro;Jamie Denbo as Beverly Ginsberg;Jessica Chaffin as Ronna Glickman,Jukebox Jury,https://comedybangbang.fandom.com/wiki/Ladies_Night,,1.0,0.091,0.277,FALSE
142,2012-01-30,training,2012,68,regular,Popcorn.com,Tim Heidecker;Eric Wareheim;James Adomian as Dr. Bronner,Would You Rather,https://comedybangbang.fandom.com/wiki/Popcorn.com,,1.0,0.091,0.277,FALSE
143,2012-02-06,training,2012,84,regular,Grammy Spectacular,Weird Al Yankovic;Todd Glass;Amy Phillips as Liza Minnelli,Would You Rather,https://comedybangbang.fandom.com/wiki/Grammy_Spectacular,,1.0,0.091,0.277,FALSE
144,2012-02-13,training,2012,79,regular,Clones and Oliver Stones,Dont Stop Or Well Die;Harris Wittels as himself and Steven Spielberg;Paul Rust as himself and Melvin Pelvin;Michael Cassady as himself and Mark Hamill,What Am I Thinking;Would You Rather,https://comedybangbang.fandom.com/wiki/Clones_and_Oliver_Stones,,1.0,0.091,0.277,FALSE
145,2012-02-20,training,2012,79,regular,A Family Affair,David Wain;James Adomian as Gary Busey,Freestyle Rap Battle,https://comedybangbang.fandom.com/wiki/A_Family_Affair,,1.0,0.091,0.277,FALSE
146,2012-02-27,training,2012,69,regular,Climbing the Ladder,Reggie Watts;Ben Schwartz;Matt Besser as Björk,Would You Rather,https://comedybangbang.fandom.com/wiki/Climbing_the_Ladder,,1.0,0.091,0.277,FALSE
147,2012-03-05,training,2012,73,regular,Raisin Norman Bates,Paul F. Tompkins as Ice T;Greg Proops;James Adomian as Jesse Ventura,Would You Rather,https://comedybangbang.fandom.com/wiki/Raisin_Norman_Bates,,1.0,0.091,0.277,FALSE
148,2012-03-12,training,2012,79,regular,Wipeout!,"Jason Mantzoukas;Andy Daly as Dalton Wilcox, Don Dimello, Hot Dog, August Lindt, Danny Mahoney, Bill Carter, Patrick McMahon, Clive Dundee, and himself",,https://comedybangbang.fandom.com/wiki/Wipeout!,4,1.0,0.091,0.277,TRUE
149,2012-03-19,training,2012,70,live,Live from SXSW 2012,Tim Heidecker;James Adomian as Merrill Shindler;Seth Morris as Bob Ducca;Reggie Watts,Freestyle Rap Battle,https://comedybangbang.fandom.com/wiki/Live_from_SXSW_2012,,1.0,0.091,0.277,FALSE
150,2012-03-26,training,2012,76,regular,Time Bobby,Bobby Moynihan as Fourvel;Paul F. Tompkins as Andrew Lloyd Webber,,https://comedybangbang.fandom.com/wiki/Time_Bobby,1,1.0,0.091,0.277,TRUE
151,2012-04-02,training,2012,69,regular,Fan Fiction,Fred Savage;Jackie Clarke as Pam Bicell;Gil Ozeri as Len Bicell,Would You Rather,https://comedybangbang.fandom.com/wiki/Fan_Fiction,,1.0,0.091,0.277,FALSE
152,2012-04-09,training,2012,67,regular,Behind the Irony Curtain,Ed Helms as Dale;Seth Morris,Would You Rather,https://comedybangbang.fandom.com/wiki/Behind_the_Irony_Curtain,,1.0,0.091,0.277,FALSE
153,2012-04-12,training,2012,81,regular,Jing It Or Ding It!,Will Forte;Leo Allen,Jing It Or Ding It;Would You Rather,https://comedybangbang.fandom.com/wiki/Jing_It_or_Ding_It!,,1.0,0.091,0.277,FALSE
154,2012-04-16,training,2012,86,regular,Finger Guns,Lennon Parham as Miss Listler;Jessica St. Clair as Marissa Wompler,Jukebox Jury;What Am I Thinking,https://comedybangbang.fandom.com/wiki/Finger_Guns,6,1.0,0.091,0.277,TRUE
155,2012-04-23,training,2012,69,regular,Fingerbang Lindbergh,Patton Oswalt;Chris Tallman as Mark Van Driel,Fart-Marry-Kiss,https://comedybangbang.fandom.com/wiki/Fingerbang_Lindbergh,,1.0,0.091,0.277,FALSE
156,2012-04-30,training,2012,91,anniversary,Anniversary Party!,St. Vincent;Zach Galifianakis;Paul F. Tompkins as Cake Boss;Harris Wittels;James Adomian as Christopher Hitchens;Nick Kroll as El Chupacabra and Toph Shay;Brett Gelman;Jessica St. Clair as Marissa Wompler,Harris Foam Corner,https://comedybangbang.fandom.com/wiki/Anniversary_Party!,8,1.0,0.091,0.277,TRUE
157,2012-05-07,training,2012,82,regular,God Bless America,Bobcat Goldthwait;Paul F. Tompkins as Garry Marshall,Fart-Marry-Kiss,https://comedybangbang.fandom.com/wiki/God_Bless_America,,1.0,0.091,0.277,FALSE
158,2012-05-14,training,2012,86,regular,Words with Friends,Gillian Jacobs;Jordan Peele as Jermaine Jones,Would You Rather,https://comedybangbang.fandom.com/wiki/Words_with_Friends,,1.0,0.091,0.277,FALSE
159,2012-05-21,training,2012,85,regular,Apicklelypse,Alison Brie;Jason Mantzoukas;Bob Odenkirk as Saul Goodman,What Am I Thinking;Would You Rather,https://comedybangbang.fandom.com/wiki/Apicklelypse,,1.0,0.091,0.277,FALSE
160,2012-05-28,training,2012,69,regular,Slow Dance Boner,Sarah Silverman;Kyle Dunnigan as Del LaRue and Craig,Shorts or Jeans,https://comedybangbang.fandom.com/wiki/Slow_Dance_Boner,,1.0,0.091,0.277,FALSE
161,2012-06-04,training,2012,95,regular,Highly Illogical,Reggie Watts;Tim Heidecker;Andy Daly as Don Dimello;Jon Daly as Barry R.,,https://comedybangbang.fandom.com/wiki/Highly_Illogical,,1.0,0.091,0.277,FALSE
162,2012-06-11,training,2012,78,regular,Best Bro Hang,Andy Samberg;Adam Pally as Bro,Would You Rather,https://comedybangbang.fandom.com/wiki/Best_Bro_Hang,7,1.0,0.091,0.277,TRUE
163,2012-06-18,training,2012,79,regular,Burning Love,Steve Agee;Ken Marino as Mark Orlando;Janet Varney as Carly;Deanna Russo as Tamara G,Would You Rather,https://comedybangbang.fandom.com/wiki/Burning_Love,,1.0,0.091,0.277,FALSE
164,2012-06-25,training,2012,69,regular,Clifton Was Here,Bob Zmuda as Tony Clifton;Ben Schwartz,What Am I Thinking,https://comedybangbang.fandom.com/wiki/Clifton_Was_Here,,1.0,0.091,0.277,FALSE
165,2012-07-02,training,2012,77,regular,Hoo-ah!,Andy Kindler;Loudon Wainwright III;Amy Phillips as Gwyneth Paltrow,Who Said It,https://comedybangbang.fandom.com/wiki/Hoo-ah!,,1.0,0.091,0.277,FALSE
166,2012-07-09,training,2012,86,regular,Farts and Procreation 2,Adam Scott;Harris Wittels;Chelsea Peretti,,https://comedybangbang.fandom.com/wiki/Farts_and_Procreation_2,2,1.0,0.091,0.277,TRUE
167,2012-07-16,training,2012,76,regular,New No-Nos,Jessica St. Clair as Marissa Wompler;Paul Rust;Jerrod Carmichael,New No-Nos;Would You Rather,,5,1.0,0.091,0.277,TRUE
168,2012-07-23,training,2012,84,regular,Breaking Bread,Bob Odenkirk;Matt Besser as The Pope,Would You Rather,https://comedybangbang.fandom.com/wiki/Breaking_Bread,,1.0,0.091,0.277,FALSE
169,2012-07-30,training,2012,74,regular,Immortal Mustache,Jay Chandrasekhar;Paul F. Tompkins as Cake Boss,Would You Rather,https://comedybangbang.fandom.com/wiki/Immortal_Mustache,,1.0,0.091,0.277,FALSE
170,2012-08-06,training,2012,81,regular,New Scoop,Martin Starr;Lennon Parham as Ethel Branscome;Neil Campbell,Would You Rather,https://comedybangbang.fandom.com/wiki/New_Scoop,,1.0,0.091,0.277,FALSE
171,2012-08-13,training,2012,65,regular,Scrog Secretions,Megan Mullally;Nick Kroll as David Eros and El Chupacabra;Stephanie Hunt,,https://comedybangbang.fandom.com/wiki/Scrog_Secretions,,1.0,0.091,0.277,FALSE
172,2012-08-20,training,2012,88,regular,This is a Safe Zone,Todd Glass;Brian Huskey as Glenn Maxx,,https://comedybangbang.fandom.com/wiki/This_Is_a_Safe_Zone,,1.0,0.091,0.277,FALSE
173,2012-08-27,training,2012,85,regular,Ride Like Hell,Paul F. Tompkins as Werner Herzog;Paul Scheer as Scott Jeffries;Brent Weinbach,Would You Rather,https://comedybangbang.fandom.com/wiki/Ride_Like_Hell,,1.0,0.091,0.277,FALSE
174,2012-09-03,training,2012,75,regular,Series Regulars,Lizzy Caplan;John Mulaney as himself and George St Geegland;Nick Kroll as himself and Gil Faizon,Would You Rather,https://comedybangbang.fandom.com/wiki/Series_Regulars,10,1.0,0.091,0.277,TRUE
175,2012-09-10,training,2012,71,regular,Mop Water,Justin Kirk;Paul F. Tompkins as Andrew Lloyd Webber,,https://comedybangbang.fandom.com/wiki/Mop_Water,,1.0,0.091,0.277,FALSE
176,2012-09-17,training,2012,71,regular,Out of Bleeps,Amy Poehler;Jason Mantzoukas;James Adomian as Tom Leykis,Speed Round;Freestyle Rap Battle;Would You Rather,https://comedybangbang.fandom.com/wiki/Out_of_Bleeps,3,1.0,0.091,0.277,TRUE
177,2012-09-24,training,2012,80,regular,Penises Abounding,B. J. Novak;Wyatt Cenac;Keegan-Michael Key as Van Davion;Jordan Peele as Mike Smith,Would You Rather,https://comedybangbang.fandom.com/wiki/Penises_Abounding,,1.0,0.091,0.277,FALSE
178,2012-10-01,training,2012,70,regular,Motor Boating Around Town,Rob Corddry;Jessica St. Clair as Marissa Wompler,Would You Rather,https://comedybangbang.fandom.com/wiki/Motor_Boating_Around_Town,,1.0,0.091,0.277,FALSE
179,2012-10-09,training,2012,65,regular,Pitch Slapped,Adam DeVine;Paul Scheer as Scott Jeffries;Kay Cannon;Hana Mae Lee,Would You Rather,https://comedybangbang.fandom.com/wiki/Pitch_Slapped,,1.0,0.091,0.277,FALSE
180,2012-10-15,training,2012,79,regular,Friends Without Words,Gillian Jacobs;Paul F. Tompkins as Garry Marshall;Lauren Lapkus as Tracy,Would You Rather,https://comedybangbang.fandom.com/wiki/Friends_Without_Words,9,1.0,0.091,0.277,TRUE
181,2012-10-22,training,2012,65,regular,Happy Endings,Casey Wilson;Adam Pally,Fortunately Unfortunately;Freestyle Rap Battle;Would You Rather,https://comedybangbang.fandom.com/wiki/Happy_Endings,,1.0,0.091,0.277,FALSE
182,2012-10-24,training,2012,67,regular,Repeat Your Keyword,Tim Heidecker;Joe Wengert as Arthur Steinborn;Lauren Lapkus as Diane,,https://comedybangbang.fandom.com/wiki/Repeat_Your_Keyword,,1.0,0.091,0.277,FALSE
183,2012-10-29,training,2012,73,hoilday,Return to Suicide House,"Brett Gelman as Messmore le Barron, James Gandolfini, Snagglepuss, David Koresh, and Billy Crystal;Jon Daly as Beuford le Barron, Shaggy, Christopher Walken, Santa Claus, Jim Belushi, and Chris Rock;Allan McLeod as Caine Sherman, Ghost Boy, Robert De Niro, and Stephen Hawking;James Adomian as Maximillian Blanc, Ralph Macklevaney, Christopher Hitchens, Jim Jones, and Frank Calliendo",Freestyle Rap Battle,https://comedybangbang.fandom.com/wiki/Return_to_Suicide_House,,1.0,0.091,0.277,FALSE
184,2012-11-05,training,2012,64,regular,Pop and Politics,Aziz Ansari;Bob Odenkirk;Neil Campbell;Mike Hanford;James Adomian as Pat Buchanan,Would You Rather,https://comedybangbang.fandom.com/wiki/Pop_and_Politics,,1.0,0.091,0.277,FALSE
185,2012-11-07,training,2012,73,regular,Cum Scanners,Chris Hardwick;Ike Barinholtz as JT McDowell,Would You Rather,https://comedybangbang.fandom.com/wiki/Cum_Scanners,,1.0,0.091,0.277,FALSE
186,2012-11-12,training,2012,80,regular,New York Mainstays,Paul F. Tompkins as Garry Marshall;Julie Klausner;Jake Fogelnest,Would You Rather,https://comedybangbang.fandom.com/wiki/New_York_Mainstays,,1.0,0.091,0.277,FALSE
187,2012-11-19,training,2012,80,regular,Finger Chimes,Nat Faxon;Lennon Parham as Forsythia,Would You Rather,https://comedybangbang.fandom.com/wiki/Finger_Chimes,,1.0,0.091,0.277,FALSE
188,2012-11-26,training,2013,70,regular,Attack of the Shits,Judd Apatow;Graham Parker;Jessica St. Clair as Marissa Wompler,Would You Rather,https://comedybangbang.fandom.com/wiki/Attack_of_the_Shits,,1.0,0.100,0.346,FALSE
189,2012-12-03,training,2013,63,regular,The Pancake Man,Chris Fairbanks;Paul F. Tompkins as Werner Herzog,Would You Rather,https://comedybangbang.fandom.com/wiki/The_Pancake_Man,,1.0,0.100,0.346,FALSE
190,2012-12-10,training,2013,69,regular,You Know What I Mean?,Demetri Martin;James Adomian as Orson Welles;Pamela Murphy as Nancy Cooper,,https://comedybangbang.fandom.com/wiki/You_Know_What_I_Mean%3F,,1.0,0.100,0.346,FALSE
191,2012-12-17,training,2013,100,hoilday,2012 Holiday Spectacular,"Harris Wittels;Matt Besser as Björk, Neil Young, and Billy Braggart;Paul Rust;Paul F. Tompkins as Ice-T;Jon Daly as Bill Cosby-Bukowski;Nick Kroll as Liz",Harris Foam Corner;New No-Nos,https://comedybangbang.fandom.com/wiki/2012_Holiday_Spectacular,,1.0,0.100,0.346,FALSE
192,2013-01-07,training,2013,72,regular,GoodFelines,Ben Schwartz;Horatio Sanz as Shelly Driftwood,Would You Rather,https://comedybangbang.fandom.com/wiki/GoodFelines,,1.0,0.100,0.346,FALSE
193,2013-01-10,training,2013,69,regular,What Else? What Else?,Kristen Schaal;Neil Campbell as Rick Faber;Pamela Murphy as Nancy Cooper,Would You Rather,,,1.0,0.100,0.346,FALSE
194,2013-01-14,training,2013,74,regular,Me Gusta Characters!,"Nick Kroll as himself, Chance, El Chupacabra & Fabrice Fabrice;Chelsea Peretti as herself and Tootie",Would You Rather,https://comedybangbang.fandom.com/wiki/Me_Gusta_Characters,,1.0,0.100,0.346,FALSE
195,2013-01-21,training,2013,77,regular,Making the Snow Angel,Billy Eichner;Reggie Watts;Matt Besser as Frosty the Snowman,Would You Rather,,,1.0,0.100,0.346,FALSE
196,2013-01-24,training,2013,63,regular,A Different Huelliverse,Jeff Garlin;James Adomian as Huell Howser and Christopher Hitchens,,,,1.0,0.100,0.346,FALSE
197,2013-01-28,training,2013,64,regular,Please Claire-ify,Tim Heidecker;Paul Rust;Jon Daly as Bill Cosby-Bukowski,New No-Nos;Would You Rather,https://comedybangbang.fandom.com/wiki/Please_Claire-ify,,1.0,0.100,0.346,FALSE
